year	month	date	hour	minute	temp	t1	t2	t3	t4	t5	t6
2022	10	8	14	10	29						
2022	10	8	14	16	29						
2022	10	8	14	24	29						
2022	10	8	14	41	29						
2022	10	8	14	41	30						
2022	10	8	14	56	30						
2022	10	8	15	1	30						
2022	10	8	15	5	31						
2022	10	8	15	36	31						
2022	10	8	16	7	32						
2022	10	8	16	23	32						
2022	10	8	16	27	33						
2022	10	8	16	43	33						
2022	10	8	17	4	33						
2022	10	8	17	6	33						
2022	10	8	17	9	33						
2022	10	8	17	16	33						
2022	10	8	17	21	33						
2022	10	8	17	24	33						
2022	10	8	17	42	33						
2022	10	8	17	49	33						
2022	10	8	17	50	33						
2022	10	8	17	52	33						
2022	10	8	17	56	33						
2022	10	8	17	59	33						
2022	10	8	18	24	33						
2022	10	8	18	49	33						
2022	10	8	19	12	33						
2022	10	8	19	29	33						
2022	10	8	19	40	33						
2022	10	8	19	44	33						
2022	10	8	19	47	33						
2022	10	8	19	51	33						
2022	10	8	20	2	33						
2022	10	8	20	12	33						
2022	10	8	20	32	33						
2022	10	8	20	50	33						
2022	10	8	20	52	33						
2022	10	8	21	7	33						
2022	10	8	21	31	33						
2022	10	8	21	33	33						
2022	10	8	21	42	33						
2022	10	8	21	43	32						
2022	10	8	21	43	33						
2022	10	8	21	45	32						
2022	10	8	21	47	33						
2022	10	8	21	47	32						
2022	10	8	22	1	32						
2022	10	8	23	2	37						
2022	10	8	23	2	37						
2022	10	8	23	3	37						
2022	10	8	23	3	36						
2022	10	8	23	6	35						
2022	10	8	23	21	35						
2022	10	8	23	24	35						
2022	10	8	23	28	35						
2022	10	8	23	30	35						
2022	10	8	23	33	35						
2022	10	8	23	59	38						
2022	10	8	23	59	37						
2022	10	9	0	6	36						
2022	10	9	0	37	36						
2022	10	9	0	40	36

2022	10	09	00	42	36
2022	10	09	00	43	36
2022	10	09	00	49	36
2022	10	09	00	49	36
2022	10	09	00	51	36
2022	10	09	00	57	36
2022	10	09	01	03	36
2022	10	09	01	06	36
2022	10	09	01	16	36
2022	10	09	01	21	35
2022	10	09	01	24	34
2022	10	09	01	26	33
2022	10	09	01	28	32
2022	10	09	01	29	31
2022	10	09	01	31	30
2022	10	09	01	31	30
2022	10	09	01	37	29
2022	10	09	01	42	29
2022	10	09	01	47	29
2022	10	09	01	51	29
2022	10	09	01	55	29
2022	10	09	02	02	29
2022	10	09	02	17	29
2022	10	09	02	22	29
2022	10	09	02	27	29
2022	10	09	02	46	29
2022	10	09	02	48	29
2022	10	09	03	11	29
2022	10	09	03	12	29
2022	10	09	03	32	29
2022	10	09	03	50	29
2022	10	09	04	36	29
2022	10	09	04	49	29
2022	10	09	04	53	29
2022	10	09	04	57	29
2022	10	09	05	00	29
2022	10	09	05	02	29
2022	10	09	05	13	29
2022	10	09	05	18	29
2022	10	09	05	21	29
2022	10	09	05	23	29
2022	10	09	05	24	29
2022	10	09	05	35	29
2022	10	09	05	51	29
2022	10	09	05	54	29
2022	10	09	06	26	29
2022	10	09	06	29	29
2022	10	09	06	39	29
2022	10	09	06	45	29
2022	10	09	06	57	29
2022	10	09	07	17	29
2022	10	09	07	23	29
2022	10	09	07	32	29
2022	10	09	07	36	29
2022	10	09	07	40	29
2022	10	09	07	47	29
2022	10	09	08	00	29
2022	10	09	08	01	29
2022	10	09	08	01	29
2022	10	09	08	03	29
2022	10	09	08	11	29
2022	10	09	08	19	29
2022	10	09	08	22	29
2022	10	09	08	29	29
2022	10	09	08	32	29
2022	10	09	08	57	29
2022	10	09	09	00	29
2022	10	09	09	03	29
2022	10	09	09	05	29
2022	10	09	09	09	29
2022	10	09	09	17	29
2022	10	09	09	24	29
2022	10	09	09	26	29
2022	10	09	09	28	29
2022	10	09	09	31	29
2022	10	09	09	36	30
2022	10	09	09	49	30
2022	10	09	09	58	30
2022	10	09	10	07	30
2022	10	09	10	15	30
2022	10	09	10	32	30
2022	10	09	10	50	31
2022	10	09	10	53	31
2022	10	09	11	07	31
2022	10	09	11	14	31
2022	10	09	11	19	31
2022	10	09	11	27	31
2022	10	09	11	38	31
2022	10	09	11	50	32
2022	10	09	11	54	32
2022	10	09	12	13	32
2022	10	09	12	16	32
2022	10	09	12	16	32
2022	10	09	12	21	32
2022	10	09	12	24	32
2022	10	09	12	29	32
2022	10	09	12	31	32
2022	10	09	12	32	32
2022	10	09	12	36	32
2022	10	09	12	40	32
2022	10	09	12	49	32
2022	10	09	12	52	32
2022	10	09	12	54	33
2022	10	09	12	57	33
2022	10	09	13	00	33
2022	10	09	13	01	33
2022	10	09	13	09	33
2022	10	09	13	11	33
2022	10	09	13	15	33
2022	10	09	13	31	33
2022	10	09	13	32	33
2022	10	09	13	35	33
2022	10	09	13	40	34
2022	10	09	13	56	34
2022	10	09	14	04	34
2022	10	09	14	12	34
2022	10	09	14	15	34
2022	10	09	14	19	34
2022	10	09	14	23	34
2022	10	09	14	24	35
2022	10	09	14	27	35
2022	10	09	14	40	35
2022	10	09	14	51	35
2022	10	09	14	57	35
2022	10	09	15	04	35
2022	10	09	15	12	35
2022	10	09	15	13	36
2022	10	09	15	17	36
2022	10	09	15	27	36
2022	10	09	15	29	36
2022	10	09	15	40	36
2022	10	09	15	47	36
2022	10	09	15	51	36
2022	10	09	15	57	36
2022	10	09	16	09	36
2022	10	09	16	11	36
2022	10	09	16	20	36
2022	10	09	16	32	36
2022	10	09	16	44	36
2022	10	09	17	03	36
2022	10	09	17	05	36
2022	10	09	17	14	36
2022	10	09	17	19	36
2022	10	09	17	23	36
2022	10	09	17	53	36
2022	10	09	17	57	36
2022	10	09	18	17	36
2022	10	09	18	19	36
2022	10	09	18	20	36
2022	10	09	18	28	36
2022	10	09	18	34	36
2022	10	09	18	45	36
2022	10	09	19	03	36
2022	10	09	19	16	36
2022	10	09	19	26	36
2022	10	09	19	43	36
2022	10	09	19	46	36
2022	10	09	19	49	36
2022	10	09	19	53	36
2022	10	09	20	18	36
2022	10	09	20	29	36
2022	10	09	20	34	36
2022	10	09	20	39	36
2022	10	09	20	50	36
2022	10	09	21	02	36
2022	10	09	21	07	36
2022	10	09	21	09	36
2022	10	09	21	37	36
2022	10	09	21	50	36
2022	10	09	21	55	36
2022	10	09	22	04	36
2022	10	09	22	11	36
2022	10	09	22	14	36
2022	10	09	22	14	36
2022	10	09	22	16	36
2022	10	09	22	16	36
2022	10	09	22	17	36
2022	10	09	22	18	36
2022	10	09	22	19	36
2022	10	09	22	19	36
2022	10	09	22	20	36
2022	10	09	22	20	36
2022	10	09	22	21	37
2022	10	09	22	22	37
2022	10	09	22	22	37
2022	10	09	22	22	37
2022	10	09	22	23	37
2022	10	09	22	23	36
2022	10	09	22	24	36
2022	10	09	22	24	36
2022	10	09	22	25	36
2022	10	09	22	25	36
2022	10	09	22	25	36
2022	10	09	22	27	36
2022	10	09	22	28	36
2022	10	09	22	29	36
2022	10	09	22	30	36
2022	10	09	22	31	36
2022	10	09	22	31	36
2022	10	09	22	32	36
2022	10	09	22	32	36
2022	10	09	22	33	36
2022	10	09	22	33	36
2022	10	09	22	33	36
2022	10	09	22	34	36
2022	10	09	22	35	36
2022	10	09	22	36	36
2022	10	09	22	36	36
2022	10	09	22	37	36
2022	10	09	22	37	36
2022	10	09	22	38	36
2022	10	09	22	38	36
2022	10	09	22	40	36
2022	10	09	22	40	36
2022	10	09	22	40	36
2022	10	09	22	41	36
2022	10	09	22	41	36
2022	10	09	22	42	36
2022	10	09	22	42	36
2022	10	09	22	42	36
2022	10	09	22	43	36
2022	10	09	22	43	36
2022	10	09	22	45	36
2022	10	09	22	45	36
2022	10	09	22	46	36
2022	10	09	22	46	36
2022	10	09	22	46	36
2022	10	09	22	47	36
2022	10	09	22	47	36
2022	10	09	22	48	36
2022	10	09	22	48	36
2022	10	09	22	49	36
2022	10	09	22	49	36
2022	10	09	22	50	36
2022	10	09	22	50	36
2022	10	09	22	51	36
2022	10	09	22	51	36
2022	10	09	22	52	36
2022	10	09	22	52	36
2022	10	09	22	52	36
2022	10	09	22	53	36
2022	10	09	22	53	36
2022	10	09	22	54	36
2022	10	09	22	54	36
2022	10	09	22	55	36
2022	10	09	22	55	36
2022	10	09	22	57	36
2022	10	09	22	57	36
2022	10	09	22	57	36
2022	10	09	22	58	36
2022	10	09	22	58	36
2022	10	09	22	59	36
2022	10	09	22	59	36
2022	10	09	23	00	36
2022	10	09	23	00	36
2022	10	09	23	01	36
2022	10	09	23	02	36
2022	10	09	23	02	36
2022	10	09	23	02	36
2022	10	09	23	03	36
2022	10	09	23	03	36
2022	10	09	23	05	36
2022	10	09	23	05	36
2022	10	09	23	06	36
2022	10	09	23	06	36
2022	10	09	23	07	36
2022	10	09	23	07	36
2022	10	09	23	07	36
2022	10	09	23	08	36
2022	10	09	23	08	36
2022	10	09	23	09	36
2022	10	09	23	09	36
2022	10	09	23	10	36
2022	10	09	23	10	36
2022	10	09	23	10	36
2022	10	09	23	11	36
2022	10	09	23	11	36
2022	10	09	23	12	36
2022	10	09	23	13	36
2022	10	09	23	14	36
2022	10	09	23	14	36
2022	10	09	23	15	36
2022	10	09	23	15	36
2022	10	09	23	15	36
2022	10	09	23	16	36
2022	10	09	23	16	36
2022	10	09	23	17	36
2022	10	09	23	17	36
2022	10	09	23	18	36
2022	10	09	23	18	36
2022	10	09	23	18	36
2022	10	09	23	19	36
2022	10	09	23	19	36
2022	10	09	23	20	36
2022	10	09	23	20	36
2022	10	09	23	21	36
2022	10	09	23	21	36
2022	10	09	23	22	36
2022	10	09	23	22	36
2022	10	09	23	22	36
2022	10	09	23	23	36
2022	10	09	23	23	36
2022	10	09	23	24	36
2022	10	09	23	24	36
2022	10	09	23	25	36
2022	10	09	23	26	36
2022	10	09	23	26	36
2022	10	09	23	27	36
2022	10	09	23	27	36
2022	10	09	23	27	36
2022	10	09	23	28	36
2022	10	09	23	28	36
2022	10	09	23	29	36
2022	10	09	23	29	36
2022	10	09	23	30	36
2022	10	09	23	30	36
2022	10	09	23	31	36
2022	10	09	23	31	36
2022	10	09	23	31	36
2022	10	09	23	32	36
2022	10	09	23	32	36
2022	10	09	23	33	36
2022	10	09	23	33	36
2022	10	09	23	34	36
2022	10	09	23	34	36
2022	10	09	23	34	36
2022	10	09	23	35	36
2022	10	09	23	35	36
2022	10	09	23	37	36
2022	10	09	23	37	36
2022	10	09	23	38	36
2022	10	09	23	38	36
2022	10	09	23	39	36
2022	10	09	23	39	36
2022	10	09	23	39	36
2022	10	09	23	40	36
2022	10	09	23	40	36
2022	10	09	23	45	36
2022	10	09	23	45	36
2022	10	09	23	45	36
2022	10	09	23	46	36
2022	10	09	23	46	36
2022	10	09	23	47	36
2022	10	09	23	48	36
2022	10	09	23	49	36
2022	10	09	23	49	36
2022	10	09	23	50	36
2022	10	09	23	50	36
2022	10	09	23	50	36
2022	10	09	23	51	36
2022	10	09	23	51	36
2022	10	09	23	52	36
2022	10	09	23	52	36
2022	10	09	23	53	36
2022	10	09	23	53	36
2022	10	09	23	54	36
2022	10	09	23	54	36
2022	10	09	23	54	36
2022	10	09	23	55	36
2022	10	09	23	55	36
2022	10	09	23	56	36
2022	10	09	23	56	36
2022	10	09	23	57	36
2022	10	09	23	57	36
2022	10	09	23	57	36
2022	10	09	23	58	36
2022	10	09	23	58	35
2022	10	09	23	59	35
2022	10	09	23	59	35
2022	10	10	00	00	35
2022	10	10	00	00	35
2022	10	10	00	01	35
2022	10	10	00	02	35
2022	10	10	00	02	35
2022	10	10	00	02	35
2022	10	10	00	04	35
2022	10	10	00	04	35
2022	10	10	00	05	35
2022	10	10	00	05	35
2022	10	10	00	06	35
2022	10	10	00	06	35
2022	10	10	00	06	35
2022	10	10	00	09	35
2022	10	10	00	10	35
2022	10	10	00	10	36
2022	10	10	00	12	36
2022	10	10	00	14	36
2022	10	10	00	15	36
2022	10	10	00	15	36
2022	10	10	00	17	36
2022	10	10	00	18	36
2022	10	10	00	18	36
2022	10	10	00	19	37
2022	10	10	00	21	36
2022	10	10	00	23	36
2022	10	10	00	25	36
2022	10	10	00	33	36
2022	10	10	00	38	36
2022	10	10	00	42	36
2022	10	10	00	54	36
2022	10	10	01	09	36
2022	10	10	01	13	36
2022	10	10	01	15	36
2022	10	10	01	17	36
2022	10	10	01	21	36
2022	10	10	01	22	36
2022	10	10	01	30	36
2022	10	10	01	51	36
2022	10	10	01	56	36
2022	10	10	02	00	35
2022	10	10	02	00	36
2022	10	10	02	00	35
2022	10	10	02	01	35
2022	10	10	02	02	36
2022	10	10	02	02	35
2022	10	10	02	06	35
2022	10	10	02	14	35
2022	10	10	02	19	35
2022	10	10	02	30	35
2022	10	10	02	34	35
2022	10	10	02	38	35
2022	10	10	02	52	35
2022	10	10	02	55	35
2022	10	10	03	07	35
2022	10	10	03	10	35
2022	10	10	03	15	35
2022	10	10	03	18	35
2022	10	10	03	50	35
2022	10	10	03	52	35
2022	10	10	04	00	35
2022	10	10	04	06	35
2022	10	10	04	10	35
2022	10	10	04	18	35
2022	10	10	04	27	35
2022	10	10	04	31	35
2022	10	10	04	38	35
2022	10	10	04	44	35
2022	10	10	04	47	35
2022	10	10	04	58	35
2022	10	10	05	17	35
2022	10	10	05	24	35
2022	10	10	05	24	34
2022	10	10	05	25	33
2022	10	10	05	27	32
2022	10	10	05	27	31
2022	10	10	05	28	30
2022	10	10	05	29	29
2022	10	10	05	30	28
2022	10	10	05	31	27
2022	10	10	05	33	26
2022	10	10	05	35	26
2022	10	10	05	37	26
2022	10	10	05	42	26
2022	10	10	05	44	26
2022	10	10	05	47	26
2022	10	10	05	51	26
2022	10	10	05	55	26
2022	10	10	05	59	26
2022	10	10	06	01	26
2022	10	10	06	01	26
2022	10	10	06	03	26
2022	10	10	06	09	26
2022	10	10	06	10	26
2022	10	10	06	16	26
2022	10	10	06	22	26
2022	10	10	06	24	26
2022	10	10	06	29	26
2022	10	10	06	35	26
2022	10	10	06	40	26
2022	10	10	06	49	26
2022	10	10	07	04	26
2022	10	10	07	06	26
2022	10	10	07	13	26
2022	10	10	07	15	26
2022	10	10	07	23	26
2022	10	10	07	28	26
2022	10	10	07	39	26
2022	10	10	07	43	26
2022	10	10	07	53	26
2022	10	10	08	03	26
2022	10	10	08	09	26
2022	10	10	08	12	26
2022	10	10	08	21	26
2022	10	10	08	23	26
2022	10	10	08	27	26
2022	10	10	08	34	26
2022	10	10	08	43	26
2022	10	10	08	52	26
2022	10	10	08	55	26
2022	10	10	08	59	26
2022	10	10	09	03	26
2022	10	10	09	05	26
2022	10	10	09	08	26
2022	10	10	09	08	25
2022	10	10	09	18	25
2022	10	10	09	23	25
2022	10	10	09	49	25
2022	10	10	10	16	25
2022	10	10	10	17	25
2022	10	10	10	22	25
2022	10	10	10	23	26
2022	10	10	10	27	26
2022	10	10	10	31	26
2022	10	10	10	33	26
2022	10	10	10	45	26
2022	10	10	10	47	26
2022	10	10	10	55	26
2022	10	10	11	05	26
2022	10	10	11	15	26
2022	10	10	11	23	26
2022	10	10	11	25	26
2022	10	10	11	28	26
2022	10	10	11	48	26
2022	10	10	11	51	27
2022	10	10	11	53	27
2022	10	10	11	53	27
2022	10	10	11	56	27
2022	10	10	11	57	30
2022	10	10	11	57	31
2022	10	10	11	59	32
2022	10	10	12	04	33
2022	10	10	12	09	33
2022	10	10	12	10	33
2022	10	10	12	11	34
2022	10	10	12	15	33
2022	10	10	12	21	33
2022	10	10	12	27	34
2022	10	10	12	33	35
2022	10	10	12	36	35
2022	10	10	12	37	36
2022	10	10	12	39	36
2022	10	10	12	42	37
2022	10	10	12	46	37
2022	10	10	12	46	38
2022	10	10	12	48	38
2022	10	10	12	48	36
2022	10	10	12	55	36
2022	10	10	12	56	36
2022	10	10	12	57	36
2022	10	10	12	58	35
2022	10	10	13	02	34
2022	10	10	13	06	33
2022	10	10	13	10	33
2022	10	10	13	17	33
2022	10	10	13	29	33
2022	10	10	13	38	33
2022	10	10	13	42	34
2022	10	10	13	44	34
2022	10	10	13	46	34
2022	10	10	13	54	34
2022	10	10	13	55	34
2022	10	10	13	57	34
2022	10	10	14	05	35
2022	10	10	14	14	35
2022	10	10	14	15	35
2022	10	10	14	26	36
2022	10	10	14	43	36
2022	10	10	14	49	36
2022	10	10	14	49	37
2022	10	10	14	50	37
2022	10	10	14	58	37
2022	10	10	15	05	37
2022	10	10	15	10	37
2022	10	10	15	11	38
2022	10	10	15	15	38
2022	10	10	15	18	38
2022	10	10	15	30	38
2022	10	10	15	32	38
2022	10	10	15	40	38
2022	10	10	15	46	39
2022	10	10	15	49	39
2022	10	10	16	02	39
2022	10	10	16	08	39
2022	10	10	16	10	39
2022	10	10	16	30	39
2022	10	10	16	33	39
2022	10	10	16	35	39
2022	10	10	16	38	39
2022	10	10	16	42	39
2022	10	10	16	46	39
2022	10	10	17	00	39
2022	10	10	17	02	39
2022	10	10	17	04	39
2022	10	10	17	14	39
2022	10	10	17	19	39
2022	10	10	17	24	39
2022	10	10	17	28	39
2022	10	10	17	35	39
2022	10	10	17	36	39
2022	10	10	17	44	38
2022	10	10	17	49	38
2022	10	10	17	52	38
2022	10	10	17	55	38
2022	10	10	17	59	38
2022	10	10	18	05	38
2022	10	10	18	11	38
2022	10	10	18	12	38
2022	10	10	18	17	38
2022	10	10	18	24	38
2022	10	10	18	26	38
2022	10	10	18	36	38
2022	10	10	18	39	38
2022	10	10	18	50	38
2022	10	10	18	56	38
2022	10	10	19	02	38
2022	10	10	19	09	38
2022	10	10	19	11	38
2022	10	10	19	14	38
2022	10	10	19	24	38
2022	10	10	19	27	38
2022	10	10	19	38	38
2022	10	10	19	47	38
2022	10	10	19	50	38
2022	10	10	19	52	38
2022	10	10	19	55	37
2022	10	10	20	03	37
2022	10	10	20	07	37
2022	10	10	20	09	37
2022	10	10	20	11	37
2022	10	10	20	19	37
2022	10	10	20	21	37
2022	10	10	20	25	37
2022	10	10	20	26	36
2022	10	10	20	27	37
2022	10	10	20	28	36
2022	10	10	20	30	36
2022	10	10	20	36	36
2022	10	10	20	44	36
2022	10	10	20	51	36
2022	10	10	20	54	36
2022	10	10	21	04	36
2022	10	10	21	14	36
2022	10	10	21	26	36
2022	10	10	21	29	36
2022	10	10	21	31	36
2022	10	10	21	33	36
2022	10	10	21	41	36
2022	10	10	21	51	36
2022	10	10	21	56	36
2022	10	10	21	59	36
2022	10	10	22	06	36
2022	10	10	22	27	36
2022	10	10	22	34	36
2022	10	10	22	38	36
2022	10	10	22	43	36
2022	10	10	22	50	36
2022	10	10	22	55	36
2022	10	10	22	59	36
2022	10	10	23	04	36
2022	10	10	23	08	36
2022	10	10	23	11	36
2022	10	10	23	11	35
2022	10	10	23	14	35
2022	10	10	23	25	35
2022	10	10	23	38	35
2022	10	11	00	06	35
2022	10	11	00	12	35
2022	10	11	00	27	35
2022	10	11	00	46	35
2022	10	11	00	55	35
2022	10	11	01	01	35
2022	10	11	01	01	35
2022	10	11	01	09	35
2022	10	11	01	12	35
2022	10	11	01	16	35
2022	10	11	01	19	35
2022	10	11	01	32	35
2022	10	11	01	45	35
2022	10	11	01	47	35
2022	10	11	01	57	35
2022	10	11	02	06	35
2022	10	11	02	07	35
2022	10	11	02	35	35
2022	10	11	02	42	35
2022	10	11	02	47	35
2022	10	11	02	49	35
2022	10	11	02	57	35
2022	10	11	03	10	35
2022	10	11	03	19	35
2022	10	11	03	24	35
2022	10	11	03	29	35
2022	10	11	03	30	35
2022	10	11	03	47	35
2022	10	11	03	48	34
2022	10	11	03	56	34
2022	10	11	03	58	34
2022	10	11	04	01	34
2022	10	11	04	01	34
2022	10	11	04	05	34
2022	10	11	04	10	34
2022	10	11	04	17	34
2022	10	11	04	19	34
2022	10	11	04	28	34
2022	10	11	04	39	34
2022	10	11	04	42	34
2022	10	11	05	05	34
2022	10	11	05	14	34
2022	10	11	05	27	34
2022	10	11	05	32	34
2022	10	11	05	52	34
2022	10	11	05	57	34
2022	10	11	06	01	34
2022	10	11	06	01	34
2022	10	11	06	11	34
2022	10	11	06	25	34
2022	10	11	06	32	34
2022	10	11	06	40	34
2022	10	11	06	43	34
2022	10	11	06	49	34
2022	10	11	06	55	34
2022	10	11	07	01	34
2022	10	11	07	02	34
2022	10	11	07	12	34
2022	10	11	07	21	34
2022	10	11	07	22	33
2022	10	11	07	22	34
2022	10	11	07	23	33
2022	10	11	07	29	33
2022	10	11	07	48	33
2022	10	11	08	04	33
2022	10	11	08	13	33
2022	10	11	08	17	33
2022	10	11	08	19	33
2022	10	11	08	42	32
2022	10	11	08	44	31
2022	10	11	08	45	30
2022	10	11	08	46	29
2022	10	11	08	47	28
2022	10	11	08	51	27
2022	10	11	08	53	27
2022	10	11	09	00	27
2022	10	11	09	11	27
2022	10	11	09	13	27
2022	10	11	09	20	27
2022	10	11	09	30	27
2022	10	11	09	36	27
2022	10	11	09	38	28
2022	10	11	09	49	28
2022	10	11	09	50	28
2022	10	11	10	06	29
2022	10	11	10	15	29
2022	10	11	10	26	29
2022	10	11	10	28	29
2022	10	11	10	31	30
2022	10	11	10	45	30
2022	10	11	10	47	30
2022	10	11	10	53	30
2022	10	11	10	54	31
2022	10	11	11	09	31
2022	10	11	11	10	31
2022	10	11	11	18	31
2022	10	11	11	18	32
2022	10	11	11	22	32
2022	10	11	11	31	32
2022	10	11	11	33	32
2022	10	11	11	39	33
2022	10	11	11	42	33
2022	10	11	11	44	33
2022	10	11	11	49	33
2022	10	11	11	51	33
2022	10	11	11	51	33
2022	10	11	11	59	33
2022	10	11	12	09	33
2022	10	11	12	13	33
2022	10	11	12	15	33
2022	10	11	12	23	34
2022	10	11	12	33	34
2022	10	11	12	45	34
2022	10	11	12	46	34
2022	10	11	12	49	35
2022	10	11	13	08	35
2022	10	11	13	12	36
2022	10	11	13	26	36
2022	10	11	13	35	36
2022	10	11	13	35	37
2022	10	11	13	45	37
2022	10	11	13	50	37
2022	10	11	13	57	38
2022	10	11	14	03	38
2022	10	11	14	07	38
2022	10	11	14	11	38
2022	10	11	14	17	39
2022	10	11	14	25	39
2022	10	11	14	33	39
2022	10	11	14	36	39
2022	10	11	14	39	40
2022	10	11	14	46	40
2022	10	11	14	49	40
2022	10	11	14	51	40
2022	10	11	14	57	40
2022	10	11	14	59	40
2022	10	11	15	01	41
2022	10	11	15	03	41
2022	10	11	15	06	41
2022	10	11	15	07	41
2022	10	11	15	12	41
2022	10	11	15	15	41
2022	10	11	15	23	41
2022	10	11	15	29	41
2022	10	11	15	32	42
2022	10	11	15	36	42
2022	10	11	15	38	42
2022	10	11	15	41	42
2022	10	11	15	43	42
2022	10	11	15	49	42
2022	10	11	16	00	42
2022	10	11	16	13	42
2022	10	11	16	21	42
2022	10	11	16	26	42
2022	10	11	16	30	42
2022	10	11	16	33	42
2022	10	11	16	52	42
2022	10	11	16	54	42
2022	10	11	16	56	42
2022	10	11	17	04	42
2022	10	11	17	06	42
2022	10	11	17	20	42
2022	10	11	17	28	42
2022	10	11	17	38	42
2022	10	11	17	44	41
2022	10	11	17	45	42
2022	10	11	17	46	41
2022	10	11	17	47	42
2022	10	11	17	47	41
2022	10	11	18	04	41
2022	10	11	18	07	41
2022	10	11	18	14	41
2022	10	11	18	20	41
2022	10	11	18	24	41
2022	10	11	18	33	41
2022	10	11	18	42	41
2022	10	11	18	48	41
2022	10	11	18	50	41
2022	10	11	19	00	41
2022	10	11	19	01	41
2022	10	11	19	04	41
2022	10	11	19	16	41
2022	10	11	19	21	41
2022	10	11	19	29	41
2022	10	11	19	41	41
2022	10	11	19	44	41
2022	10	11	19	51	41
2022	10	11	19	55	40
2022	10	11	19	57	39
2022	10	11	20	00	39
2022	10	11	20	00	38
2022	10	11	20	01	38
2022	10	11	20	02	37
2022	10	11	20	04	37
2022	10	11	20	05	36
2022	10	11	20	07	36
2022	10	11	20	08	36
2022	10	11	20	09	35
2022	10	11	20	12	35
2022	10	11	20	15	35
2022	10	11	20	20	35
2022	10	11	20	21	34
2022	10	11	20	24	34
2022	10	11	20	24	33
2022	10	11	20	36	33
2022	10	11	20	40	33
2022	10	11	20	42	33
2022	10	11	20	45	33
