year	month	date	hour	minute	temp	t1	t2	t3	t4	t5	t6
2022	10	11	20	52	33
2022	10	11	20	53	33
2022	10	11	21	02	33
2022	10	11	21	09	33
2022	10	11	21	13	33
2022	10	11	21	16	33
2022	10	11	21	17	33
2022	10	11	21	24	33
2022	10	11	21	27	33
2022	10	11	21	44	33
2022	10	11	21	45	33
2022	10	11	22	03	33
2022	10	11	22	10	33
2022	10	11	22	14	33
2022	10	11	22	15	33
2022	10	11	22	24	33
2022	10	11	22	26	33
2022	10	11	22	33	33
2022	10	11	22	46	33
2022	10	11	22	48	33
2022	10	11	22	55	33
2022	10	11	22	57	33
2022	10	11	22	58	33
2022	10	11	23	04	33
2022	10	11	23	11	32
2022	10	11	23	12	33
2022	10	11	23	12	33
2022	10	11	23	13	32
2022	10	11	23	13	33
2022	10	11	23	15	33
2022	10	11	23	15	32
2022	10	11	23	25	33
2022	10	11	23	26	32
2022	10	11	23	33	32
2022	10	11	23	36	32
2022	10	11	23	45	32
2022	10	11	23	49	32
2022	10	12	00	11	32
2022	10	12	00	14	32
2022	10	12	00	17	32
2022	10	12	00	23	32
2022	10	12	00	28	32
2022	10	12	01	17	32
2022	10	12	01	21	32
2022	10	12	01	36	32
2022	10	12	01	47	32
2022	10	12	01	51	32
2022	10	12	01	54	32
2022	10	12	01	57	32
2022	10	12	02	02	32
2022	10	12	02	06	32
2022	10	12	02	23	32
2022	10	12	02	35	32
2022	10	12	02	43	32
2022	10	12	03	05	32
2022	10	12	03	18	32
2022	10	12	03	27	32
2022	10	12	03	32	32
2022	10	12	03	34	32
2022	10	12	03	37	32
2022	10	12	03	51	32
2022	10	12	03	59	32
2022	10	12	04	05	32
2022	10	12	04	08	32
2022	10	12	04	13	32
2022	10	12	04	23	32
2022	10	12	04	37	32
2022	10	12	04	48	32
2022	10	12	05	00	32
2022	10	12	05	12	32
2022	10	12	05	14	32
2022	10	12	05	21	32
2022	10	12	05	33	32
2022	10	12	05	45	32
2022	10	12	05	59	32
2022	10	12	06	03	32
2022	10	12	06	08	32
2022	10	12	06	37	32
2022	10	12	06	43	32
2022	10	12	06	49	32
2022	10	12	06	50	32
2022	10	12	06	54	32
2022	10	12	07	04	32
2022	10	12	07	14	32
2022	10	12	07	24	32
2022	10	12	07	28	32
2022	10	12	07	31	32
2022	10	12	07	38	32
2022	10	12	07	40	32
2022	10	12	07	49	32
2022	10	12	07	51	32
2022	10	12	08	07	32
2022	10	12	08	11	32
2022	10	12	08	20	32
2022	10	12	08	28	32
2022	10	12	08	30	32
2022	10	12	08	37	32
2022	10	12	08	43	32
2022	10	12	08	50	32
2022	10	12	08	50	32
2022	10	12	08	55	32
2022	10	12	08	56	32
2022	10	12	08	59	32
2022	10	12	09	11	33
2022	10	12	09	13	33
2022	10	12	09	30	33
2022	10	12	09	36	33
2022	10	12	09	41	33
2022	10	12	09	49	34
2022	10	12	09	58	34
2022	10	12	10	04	34
2022	10	12	10	21	35
2022	10	12	10	29	35
2022	10	12	10	32	35
2022	10	12	10	38	35
2022	10	12	10	40	35
2022	10	12	10	42	35
2022	10	12	10	45	35
2022	10	12	10	47	35
2022	10	12	10	50	35
2022	10	12	10	52	35
2022	10	12	10	58	36
2022	10	12	16	00	35
2022	10	12	16	00	35
2022	10	12	16	01	35
2022	10	12	16	05	35
2022	10	12	16	06	35
2022	10	12	16	15	35
2022	10	12	16	32	35
2022	10	12	16	47	35
2022	10	12	16	52	35
2022	10	12	16	55	35
2022	10	12	17	09	35
2022	10	12	17	15	35
2022	10	12	17	35	35
2022	10	12	17	46	35
2022	10	12	18	06	35
2022	10	12	18	09	35
2022	10	12	18	22	35
2022	10	12	18	43	35
2022	10	12	18	56	35
2022	10	12	19	05	35
2022	10	12	19	09	35
2022	10	12	19	19	35
2022	10	12	19	21	35
2022	10	12	19	26	35
2022	10	12	19	40	35
2022	10	12	19	42	35
2022	10	12	19	46	35
2022	10	12	19	55	35
2022	10	12	20	08	35
2022	10	12	20	10	35
2022	10	12	20	12	35
2022	10	12	20	19	35
2022	10	12	20	27	35
2022	10	12	20	32	35
2022	10	12	20	34	35
2022	10	12	20	39	35
2022	10	12	20	41	35
2022	10	12	20	48	35
2022	10	12	20	48	35
2022	10	12	20	54	35
2022	10	12	21	09	35
2022	10	12	21	14	35
2022	10	12	21	20	35
2022	10	12	21	27	35
2022	10	12	21	31	35
2022	10	12	21	32	35
2022	10	12	21	40	35
2022	10	12	21	44	35
2022	10	12	21	47	35
2022	10	12	21	53	35
2022	10	12	22	02	35
2022	10	12	22	18	35
2022	10	12	22	23	35
2022	10	12	22	34	35
2022	10	12	22	38	35
2022	10	12	22	53	35
2022	10	12	23	00	35
2022	10	12	23	07	35
2022	10	12	23	22	34
2022	10	12	23	23	35
2022	10	12	23	23	34
2022	10	12	23	25	34
2022	10	12	23	27	35
2022	10	12	23	27	34
2022	10	12	23	34	34
2022	10	12	23	38	34
2022	10	12	23	46	34
2022	10	13	00	12	34
2022	10	13	00	22	34
2022	10	13	00	26	34
2022	10	13	00	31	34
2022	10	13	00	34	34
2022	10	13	00	40	34
2022	10	13	00	44	34
2022	10	13	00	54	34
2022	10	13	00	57	34
2022	10	13	00	59	34
2022	10	13	01	01	34
2022	10	13	01	01	34
2022	10	13	01	02	34
2022	10	13	01	05	34
2022	10	13	01	07	34
2022	10	13	01	17	34
2022	10	13	01	26	34
2022	10	13	01	35	34
2022	10	13	01	38	33
2022	10	13	01	39	34
2022	10	13	01	39	33
2022	10	13	01	40	34
2022	10	13	01	40	33
2022	10	13	02	01	33
2022	10	13	02	17	33
2022	10	13	02	25	33
2022	10	13	02	27	33
2022	10	13	02	33	33
2022	10	13	02	41	33
2022	10	13	02	45	33
2022	10	13	02	46	33
2022	10	13	02	48	33
2022	10	13	02	54	33
2022	10	13	03	05	33
2022	10	13	03	07	33
2022	10	13	03	09	33
2022	10	13	03	11	33
2022	10	13	03	35	33
2022	10	13	03	37	33
2022	10	13	03	57	33
2022	10	13	04	06	33
2022	10	13	04	10	33
2022	10	13	04	11	33
2022	10	13	04	14	33
2022	10	13	04	18	33
2022	10	13	04	27	33
2022	10	13	04	43	33
2022	10	13	05	12	33
2022	10	13	05	26	33
2022	10	13	05	30	33
2022	10	13	05	32	33
2022	10	13	05	40	33
2022	10	13	05	46	33
2022	10	13	05	50	33
2022	10	13	05	59	33
2022	10	13	06	02	33
2022	10	13	06	08	33
2022	10	13	06	21	33
2022	10	13	06	28	32
2022	10	13	06	30	31
2022	10	13	06	30	30
2022	10	13	06	32	29
2022	10	13	06	33	28
2022	10	13	06	35	28
2022	10	13	06	35	27
2022	10	13	06	36	26
2022	10	13	06	49	26
2022	10	13	06	58	26
2022	10	13	07	03	26
2022	10	13	07	10	26
2022	10	13	07	14	26
2022	10	13	07	20	26
2022	10	13	07	27	26
2022	10	13	07	33	26
2022	10	13	07	35	26
2022	10	13	07	51	26
2022	10	13	08	06	26
2022	10	13	08	11	26
2022	10	13	08	12	26
2022	10	13	08	27	26
2022	10	13	08	35	26
2022	10	13	08	38	26
2022	10	13	08	39	26
2022	10	13	09	13	26
2022	10	13	09	19	26
2022	10	13	09	31	26
2022	10	13	09	42	26
2022	10	13	09	57	26
2022	10	13	10	04	26
2022	10	13	10	05	26
2022	10	13	10	21	26
2022	10	13	10	25	26
2022	10	13	10	35	27
2022	10	13	10	35	26
2022	10	13	10	36	27
2022	10	13	10	40	27
2022	10	13	10	52	27
2022	10	13	10	58	27
2022	10	13	11	05	27
2022	10	13	11	07	27
2022	10	13	11	20	27
2022	10	13	11	22	27
2022	10	13	11	27	27
2022	10	13	11	30	27
2022	10	13	11	40	27
2022	10	13	11	46	27
2022	10	13	11	51	28
2022	10	13	11	56	28
2022	10	13	12	15	28
2022	10	13	12	19	28
2022	10	13	12	23	28
2022	10	13	12	25	29
2022	10	13	12	33	29
2022	10	13	12	42	29
2022	10	13	12	45	29
2022	10	13	12	55	30
2022	10	13	13	03	30
2022	10	13	13	09	30
2022	10	13	13	22	31
2022	10	13	13	52	32
2022	10	13	14	03	32
2022	10	13	14	18	33
2022	10	13	14	40	33
2022	10	13	14	44	34
2022	10	13	14	54	34
2022	10	13	15	09	35
2022	10	13	15	14	35
2022	10	13	15	15	35
2022	10	13	15	23	35
2022	10	13	15	31	35
2022	10	13	15	32	35
2022	10	13	15	45	35
2022	10	13	16	04	35
2022	10	13	16	06	35
2022	10	13	16	27	35
2022	10	13	16	48	35
2022	10	13	16	50	35
2022	10	13	17	08	35
2022	10	13	17	11	35
2022	10	13	17	13	35
2022	10	13	17	16	35
2022	10	13	17	26	35
2022	10	13	17	28	35
2022	10	13	17	32	35
2022	10	13	17	41	35
2022	10	13	17	57	35
2022	10	13	18	07	35
2022	10	13	18	12	35
2022	10	13	18	16	35
2022	10	13	18	20	35
2022	10	13	18	29	35
2022	10	13	18	46	35
2022	10	13	18	47	35
2022	10	13	18	49	36
2022	10	13	18	49	36
2022	10	13	18	50	37
2022	10	13	18	50	38
2022	10	13	18	51	39
2022	10	13	18	55	40
2022	10	13	18	55	40
2022	10	13	18	57	39
2022	10	13	18	58	38
2022	10	13	18	58	38
2022	10	13	19	01	38
2022	10	13	19	01	38
2022	10	13	19	03	38
2022	10	13	19	07	37
2022	10	13	19	21	37
2022	10	13	19	30	37
2022	10	13	19	40	37
2022	10	13	19	43	37
2022	10	13	19	46	37
2022	10	13	19	47	37
2022	10	13	19	48	37
2022	10	13	19	49	38
2022	10	13	19	50	39
2022	10	13	19	51	40
2022	10	13	19	52	40
2022	10	13	19	53	39
2022	10	13	19	55	38
2022	10	13	20	01	38
2022	10	13	20	22	38
2022	10	13	20	25	38
2022	10	13	20	32	38
2022	10	13	20	38	38
2022	10	13	20	53	38
2022	10	13	20	59	38
2022	10	13	21	25	38
2022	10	13	21	30	38
2022	10	13	21	50	38
2022	10	13	22	07	38
2022	10	13	22	20	38
2022	10	13	22	21	38
2022	10	13	22	21	37
2022	10	13	22	24	38
2022	10	13	22	24	37
2022	10	13	22	26	37
2022	10	13	22	33	37
2022	10	13	22	40	37
2022	10	13	22	48	37
2022	10	13	23	10	37
2022	10	13	23	21	37
2022	10	13	23	32	37
2022	10	13	23	38	37
2022	10	13	23	39	38
2022	10	13	23	40	39
2022	10	13	23	40	40
2022	10	13	23	41	40
2022	10	13	23	42	39
2022	10	13	23	44	38
2022	10	13	23	50	38
2022	10	14	00	04	38
2022	10	14	00	05	38
2022	10	14	00	17	38
2022	10	14	00	21	38
2022	10	14	00	27	38
2022	10	14	00	32	37
2022	10	14	00	35	36
2022	10	14	00	38	36
2022	10	14	00	38	35
2022	10	14	00	39	34
2022	10	14	00	41	33
2022	10	14	00	42	32
2022	10	14	00	43	31
2022	10	14	00	45	30
2022	10	14	00	46	29
2022	10	14	00	49	28
2022	10	14	00	55	28
2022	10	14	01	05	28
2022	10	14	01	13	27
2022	10	14	01	40	27
2022	10	14	01	43	27
2022	10	14	01	47	27
2022	10	14	01	48	28
2022	10	14	02	01	28
2022	10	14	02	02	28
2022	10	14	02	08	28
2022	10	14	02	22	28
2022	10	14	02	28	28
2022	10	14	02	44	28
2022	10	14	02	50	28
2022	10	14	02	53	28
2022	10	14	02	56	28
2022	10	14	03	07	28
2022	10	14	03	24	27
2022	10	14	03	24	27
2022	10	14	03	32	27
2022	10	14	03	47	27
2022	10	14	03	51	26
2022	10	14	03	52	27
2022	10	14	03	52	26
2022	10	14	04	11	26
2022	10	14	04	54	26
2022	10	14	04	56	26
2022	10	14	05	13	26
2022	10	14	06	08	25
2022	10	14	06	16	25
2022	10	14	06	18	25
2022	10	14	06	22	25
2022	10	14	06	22	25
2022	10	14	06	24	25
2022	10	14	06	54	25
2022	10	14	07	10	25
2022	10	14	07	25	25
2022	10	14	07	30	25
2022	10	14	07	35	25
2022	10	14	07	38	25
2022	10	14	07	46	25
2022	10	14	07	48	25
2022	10	14	07	51	25
2022	10	14	07	59	25
2022	10	14	08	02	25
2022	10	14	08	29	25
2022	10	14	08	34	25
2022	10	14	08	34	25
2022	10	14	08	36	26
2022	10	14	08	37	25
2022	10	14	08	58	25
2022	10	14	09	07	25
2022	10	14	09	10	25
2022	10	14	09	16	25
2022	10	14	09	29	25
2022	10	14	09	33	25
2022	10	14	09	47	25
2022	10	14	09	50	25
2022	10	14	10	06	25
2022	10	14	10	11	25
2022	10	14	10	14	25
2022	10	14	10	20	25
2022	10	14	10	22	25
2022	10	14	10	26	25
2022	10	14	10	46	25
2022	10	14	10	54	25
2022	10	14	10	59	25
2022	10	14	11	17	26
2022	10	14	11	20	26
2022	10	14	11	28	26
2022	10	14	11	33	26
2022	10	14	11	53	26
2022	10	14	12	15	26
2022	10	14	12	26	26
2022	10	14	12	27	27
2022	10	14	12	39	27
2022	10	14	13	00	27
2022	10	14	13	10	28
2022	10	14	13	32	28
2022	10	14	13	36	28
2022	10	14	13	40	28
2022	10	14	13	41	29
2022	10	14	14	02	29
2022	10	14	14	02	29
2022	10	14	14	08	30
2022	10	14	14	28	31
2022	10	14	14	30	31
2022	10	14	14	42	31
2022	10	14	14	47	31
2022	10	14	14	49	31
2022	10	14	14	49	32
2022	10	14	14	52	32
2022	10	15	00	16	40
2022	10	15	00	16	40
2022	10	15	00	17	40
2022	10	15	00	28	40
2022	10	15	00	39	40
2022	10	15	00	46	39
2022	10	15	00	47	39
2022	10	15	00	50	39
2022	10	15	00	50	38
2022	10	15	00	51	37
2022	10	15	00	52	36
2022	10	15	00	53	35
2022	10	15	00	59	35
2022	10	15	01	05	34
2022	10	15	01	33	34
2022	10	15	01	57	34
2022	10	15	02	05	34
2022	10	15	02	07	34
2022	10	15	02	22	34
2022	10	15	02	26	34
2022	10	15	02	36	33
2022	10	15	02	38	33
2022	10	15	03	19	33
2022	10	15	03	23	33
2022	10	15	03	26	33
2022	10	15	03	30	33
2022	10	15	03	36	33
2022	10	15	03	47	33
2022	10	15	04	29	33
2022	10	15	04	40	33
2022	10	15	04	43	33
2022	10	15	05	06	33
2022	10	15	05	12	33
2022	10	15	05	33	33
2022	10	15	05	37	33
2022	10	15	05	42	33
2022	10	15	05	45	33
2022	10	15	05	47	33
2022	10	15	06	15	33
2022	10	15	06	24	33
2022	10	15	06	58	33
2022	10	15	07	01	33
2022	10	15	07	30	33
2022	10	15	07	40	33
2022	10	15	07	42	33
2022	10	15	07	48	33
2022	10	15	07	58	33
2022	10	15	08	06	33
2022	10	15	08	09	33
2022	10	15	08	17	33
2022	10	15	08	25	33
2022	10	15	08	26	33
2022	10	15	08	33	33
2022	10	15	08	34	33
2022	10	15	08	38	33
2022	10	15	09	26	34
2022	10	15	09	40	34
2022	10	15	09	45	34
2022	10	15	09	59	35
2022	10	15	10	15	35
2022	10	15	10	29	36
2022	10	15	10	34	36
2022	10	15	10	39	36
2022	10	15	10	50	36
2022	10	15	10	51	36
2022	10	15	11	00	37
2022	10	15	11	08	37
2022	10	15	11	12	37
2022	10	15	11	16	37
2022	10	15	11	25	37
2022	10	15	11	32	37
2022	10	15	11	32	38
2022	10	15	12	03	39
2022	10	15	12	15	39
2022	10	15	12	27	39
2022	10	15	12	34	40
2022	10	15	12	43	40
2022	10	15	12	45	40
2022	10	15	12	54	40
2022	10	15	13	04	41
2022	10	15	13	13	41
2022	10	15	13	33	42
2022	10	15	13	36	42
2022	10	15	13	39	42
2022	10	15	13	49	42
2022	10	15	13	53	42
2022	10	15	14	02	43
2022	10	15	14	06	43
2022	10	15	14	15	43
2022	10	15	14	34	44
2022	10	15	14	35	44
2022	10	15	14	42	44
2022	10	15	14	43	44
2022	10	15	14	48	44
2022	10	15	14	52	44
2022	10	15	15	17	45
2022	10	15	15	27	45
2022	10	15	15	29	45
2022	10	15	15	45	45
2022	10	15	15	53	45
2022	10	15	16	12	45
2022	10	15	16	28	45
2022	10	15	16	30	45
2022	10	15	16	40	45
2022	10	15	16	48	45
2022	10	15	17	15	45
2022	10	15	17	17	45
2022	10	15	17	20	44
2022	10	15	17	20	45
2022	10	15	17	21	44
2022	10	15	17	22	45
2022	10	15	17	22	44
2022	10	15	17	24	44
2022	10	15	17	39	44
2022	10	15	17	52	44
2022	10	15	17	57	44
2022	10	15	18	11	44
2022	10	15	18	13	44
2022	10	15	18	21	44
2022	10	15	18	46	44
2022	10	15	18	50	44
2022	10	15	18	59	44
2022	10	15	19	01	44
2022	10	15	19	01	44
2022	10	15	19	09	44
2022	10	15	19	11	44
2022	10	15	19	14	44
2022	10	15	19	21	44
2022	10	15	19	33	44
2022	10	15	19	35	44
2022	10	15	19	51	44
2022	10	15	19	59	44
2022	10	15	20	11	44
2022	10	15	20	17	44
2022	10	15	20	25	44
2022	10	15	20	28	44
2022	10	15	20	33	44
2022	10	15	20	48	44
2022	10	15	20	59	44
2022	10	15	21	12	43
2022	10	15	21	13	44
2022	10	15	21	13	43
2022	10	15	21	36	43
2022	10	15	21	50	43
2022	10	15	22	04	43
2022	10	15	22	22	43
2022	10	15	22	43	43
2022	10	15	22	54	43
2022	10	15	23	00	42
2022	10	15	23	00	42
2022	10	15	23	21	42
2022	10	15	23	22	41
2022	10	15	23	25	40
2022	10	15	23	53	40
2022	10	16	00	07	40
2022	10	16	00	10	40
2022	10	16	00	10	39
2022	10	16	00	14	39
2022	10	16	00	21	39
2022	10	16	00	24	39
2022	10	16	00	32	39
2022	10	16	00	34	39
